Date,Ticker,Side,Pred_Return_%,XGB_Rank_Score,Daily_Rank_Pct,Strategy_Return,Strategy_Return_%
2025-09-24,OCSL,LONG,2.98,0.0213,94.28,9.99999999999994e-05,0.01
2025-09-26,SOC,LONG,2.24,0.0842,98.41,-0.03,-3.0
2025-09-26,NCNO,LONG,2.37,0.0206,92.11,-0.03,-3.0
2025-10-03,IONQ,LONG,2.09,0.0877,99.06,0.11240000000000001,11.24
2025-10-03,IREN,LONG,2.01,0.0343,94.43,0.2874,28.74
2025-10-06,VVV,LONG,2.32,0.0416,95.37,-0.03,-3.0
2025-10-06,RPM,LONG,3.77,0.0385,95.06,-0.03,-3.0
2025-10-07,VECO,LONG,2.1,0.1738,99.91,-0.03,-3.0
2025-10-07,SRAD,LONG,2.05,0.1123,98.99,-0.020200000000000003,-2.02
2025-10-08,TNGX,LONG,2.44,0.1191,99.39,-0.029199999999999997,-2.92
2025-10-08,LSPD,LONG,2.75,0.1083,99.17,-0.03,-3.0
2025-10-09,BBBY,LONG,3.16,0.2391,100.0,-0.03,-3.0
2025-10-09,EOSE,LONG,2.35,0.1431,99.91,0.1229,12.29
2025-10-10,LENZ,LONG,3.22,0.1151,99.61,-0.03,-3.0
2025-10-10,LFST,LONG,2.67,0.0901,99.17,-0.03,-3.0
2025-10-13,LIND,LONG,2.53,0.165,99.96,0.0295,2.95
2025-10-13,ATAT,LONG,3.04,0.1629,99.91,0.021899999999999996,2.19
2025-10-14,ERO,LONG,2.35,0.1089,99.69,0.034,3.4
2025-10-14,SRPT,LONG,2.54,0.0828,99.26,0.07160000000000001,7.16
2025-10-17,ONDS,LONG,2.51,0.2237,100.0,-0.03,-3.0
2025-10-17,HBAN,LONG,2.4,0.1305,99.5,0.009799999999999998,0.98
2025-10-22,SGML,LONG,3.64,0.1198,99.65,-0.026299999999999997,-2.63
2025-10-22,CGAU,LONG,2.21,0.0698,98.87,0.0458,4.58
2025-10-23,BULL,LONG,4.42,0.2064,100.0,0.052899999999999996,5.29
2025-10-23,PDYN,LONG,2.9,0.1159,99.3,0.0262,2.62
2025-10-24,NVTS,LONG,2.34,0.1625,99.83,-0.03,-3.0
2025-10-24,BULL,LONG,2.61,0.1165,99.43,-0.0082,-0.82
2025-10-27,ASPI,LONG,2.33,0.1449,99.87,-0.0002999999999999999,-0.03
2025-10-27,RLAY,LONG,2.81,0.1445,99.83,0.0328,3.28
2025-10-29,QBTS,LONG,2.23,0.0923,99.3,0.13119999999999998,13.12
2025-10-29,CRK,LONG,2.36,0.0839,98.96,0.07070000000000001,7.07
2025-10-31,INSP,LONG,2.08,0.0731,98.26,0.15289999999999998,15.29
2025-10-31,LIVN,LONG,2.05,0.0723,98.22,0.0184,1.84
2025-11-03,CGON,LONG,2.45,0.0405,96.48,-0.03,-3.0
2025-11-03,ODD,LONG,2.61,0.0225,93.79,-0.03,-3.0
2025-11-05,FLNC,LONG,3.87,0.1339,99.61,0.0395,3.95
2025-11-05,CLPT,LONG,3.69,0.1112,99.22,-0.03,-3.0
2025-11-12,SOC,LONG,4.17,0.1504,99.7,-0.03,-3.0
2025-11-12,WULF,LONG,2.04,0.1206,99.43,-0.03,-3.0
2025-11-13,BWA,LONG,2.81,0.0828,98.48,-0.03,-3.0
2025-11-13,ACIW,LONG,3.17,0.076,98.09,-0.027200000000000002,-2.72
2025-11-14,UAMY,LONG,2.73,0.1152,99.65,0.056299999999999996,5.63
2025-11-14,WULF,LONG,2.78,0.1111,99.43,0.058600000000000006,5.86
2025-11-28,INSP,LONG,2.32,0.063,97.04,0.0406,4.06
2025-12-01,TLRY,LONG,4.16,0.1046,99.57,-0.03,-3.0
2025-12-01,PTLO,LONG,2.11,0.054,97.36,-0.03,-3.0
2025-12-02,ACHR,LONG,3.98,0.1093,99.65,0.1817,18.17
2025-12-02,ACVA,LONG,2.29,0.0852,99.09,0.0107,1.07
2025-12-03,UPST,LONG,2.6,0.1636,99.87,0.08630000000000002,8.63
2025-12-03,TLRY,LONG,2.87,0.1361,99.65,-0.03,-3.0
2025-12-04,LYB,LONG,2.0,0.0583,98.88,-0.03,-3.0
2025-12-04,BBBY,LONG,2.79,0.0418,97.86,-0.03,-3.0
2025-12-10,VVV,LONG,2.7,0.0332,97.2,0.0199,1.99
2025-12-10,ASST,LONG,2.67,0.0269,96.81,-0.03,-3.0
2025-12-11,GSIT,LONG,2.99,0.0652,99.01,-0.03,-3.0
2025-12-11,QURE,LONG,2.22,0.0649,98.97,0.011499999999999998,1.15
2025-12-23,HRMY,LONG,2.39,-0.0037,93.41,-0.025,-2.5
2025-12-29,RKLB,LONG,2.73,0.1236,99.83,-0.0063,-0.63
2025-12-29,PL,LONG,2.18,0.0597,98.28,0.0353,3.53
2025-12-30,FINV,LONG,2.04,0.0507,95.35,-0.0119,-1.19
